student_id,subject,marks,total_marks,percentage,exam_date,exam_type,term
1,Mathematics,83.10394459363413,100,83.10394459363413,2025-11-22T04:50:14.246418,midterm,1
1,Science,76.75416005180995,100,76.75416005180995,2025-11-22T04:50:14.246418,midterm,1
1,English,84.61368844452872,100,84.61368844452872,2025-11-22T04:50:14.246418,midterm,1
1,Social Studies,93.36710162760205,100,93.36710162760205,2025-11-22T04:50:14.246418,midterm,1
1,Hindi,75.79526931628844,100,75.79526931628844,2025-11-22T04:50:14.246418,midterm,1
1,Mathematics,75.79543349403,100,75.79543349403,2025-09-27T04:50:14.246418,midterm,2
1,Science,93.92893121859571,100,93.92893121859571,2025-09-27T04:50:14.246418,midterm,2
1,English,85.81115035505088,100,85.81115035505088,2025-09-27T04:50:14.246418,midterm,2
1,Social Studies,73.44205920417228,100,73.44205920417228,2025-09-27T04:50:14.246418,midterm,2
1,Hindi,83.56240349938145,100,83.56240349938145,2025-09-27T04:50:14.246418,midterm,2
1,Mathematics,73.50262613539718,100,73.50262613539718,2025-12-17T04:50:14.246418,final,3
1,Science,73.47950552781923,100,73.47950552781923,2025-12-17T04:50:14.246418,final,3
1,English,80.55642577918213,100,80.55642577918213,2025-12-17T04:50:14.246418,final,3
1,Social Studies,59.00400061694381,100,59.00400061694381,2025-12-17T04:50:14.246418,final,3
1,Hindi,60.887624738391466,100,60.887624738391466,2025-12-17T04:50:14.246418,final,3
2,Mathematics,55.527853748696415,100,55.527853748696415,2026-01-25T04:50:14.246418,midterm,1
2,Science,51.02241783776191,100,51.02241783776191,2026-01-25T04:50:14.246418,midterm,1
2,English,64.29320236705888,100,64.29320236705888,2026-01-25T04:50:14.246418,midterm,1
2,Social Studies,52.07048828589404,100,52.07048828589404,2026-01-25T04:50:14.246418,midterm,1
2,Hindi,47.02769202775323,100,47.02769202775323,2026-01-25T04:50:14.246418,midterm,1
2,Mathematics,75.80721673032168,100,75.80721673032168,2025-11-03T04:50:14.246418,midterm,2
2,Science,58.89296603624079,100,58.89296603624079,2025-11-03T04:50:14.246418,midterm,2
2,English,61.826011087985385,100,61.826011087985385,2025-11-03T04:50:14.246418,midterm,2
2,Social Studies,46.90324717897158,100,46.90324717897158,2025-11-03T04:50:14.246418,midterm,2
2,Hindi,55.70690179585432,100,55.70690179585432,2025-11-03T04:50:14.246418,midterm,2
2,Mathematics,62.25995493820481,100,62.25995493820481,2025-12-21T04:50:14.246418,final,3
2,Science,49.64079326688312,100,49.64079326688312,2025-12-21T04:50:14.246418,final,3
2,English,64.90770922456286,100,64.90770922456286,2025-12-21T04:50:14.246418,final,3
2,Social Studies,55.144342141918095,100,55.144342141918095,2025-12-21T04:50:14.246418,final,3
2,Hindi,58.23379154317338,100,58.23379154317338,2025-12-21T04:50:14.246418,final,3
3,Mathematics,83.9857652208862,100,83.9857652208862,2025-11-06T04:50:14.246418,midterm,1
3,Science,100.0,100,100.0,2025-11-06T04:50:14.246418,midterm,1
3,English,89.86785909580082,100,89.86785909580082,2025-11-06T04:50:14.246418,midterm,1
3,Social Studies,79.42572205362116,100,79.42572205362116,2025-11-06T04:50:14.246418,midterm,1
3,Hindi,98.22828046421205,100,98.22828046421205,2025-11-06T04:50:14.246418,midterm,1
3,Mathematics,77.79439484346995,100,77.79439484346995,2025-11-05T04:50:14.247416,midterm,2
3,Science,92.09146729322772,100,92.09146729322772,2025-11-05T04:50:14.247416,midterm,2
3,English,70.40613010438241,100,70.40613010438241,2025-11-05T04:50:14.247416,midterm,2
3,Social Studies,76.72097085419585,100,76.72097085419585,2025-11-05T04:50:14.247416,midterm,2
3,Hindi,91.9714437018714,100,91.9714437018714,2025-11-05T04:50:14.247416,midterm,2
3,Mathematics,97.38749714313427,100,97.38749714313427,2025-11-17T04:50:14.247416,final,3
3,Science,91.71651415507986,100,91.71651415507986,2025-11-17T04:50:14.247416,final,3
3,English,88.84634851929776,100,88.84634851929776,2025-11-17T04:50:14.247416,final,3
3,Social Studies,86.99179438728727,100,86.99179438728727,2025-11-17T04:50:14.247416,final,3
3,Hindi,75.21761143950589,100,75.21761143950589,2025-11-17T04:50:14.247416,final,3
4,Mathematics,68.62512101428213,100,68.62512101428213,2025-10-20T04:50:14.247416,midterm,1
4,Science,71.21717538863135,100,71.21717538863135,2025-10-20T04:50:14.247416,midterm,1
4,English,86.39478536041837,100,86.39478536041837,2025-10-20T04:50:14.247416,midterm,1
4,Social Studies,79.25974599391382,100,79.25974599391382,2025-10-20T04:50:14.247416,midterm,1
4,Hindi,58.19316154460188,100,58.19316154460188,2025-10-20T04:50:14.247416,midterm,1
4,Mathematics,79.06440279217716,100,79.06440279217716,2026-02-21T04:50:14.247416,midterm,2
4,Science,71.97274029406606,100,71.97274029406606,2026-02-21T04:50:14.247416,midterm,2
4,English,69.05434309516963,100,69.05434309516963,2026-02-21T04:50:14.247416,midterm,2
4,Social Studies,81.94032598663789,100,81.94032598663789,2026-02-21T04:50:14.247416,midterm,2
4,Hindi,86.13355832318872,100,86.13355832318872,2026-02-21T04:50:14.247416,midterm,2
4,Mathematics,85.1363642893912,100,85.1363642893912,2025-09-24T04:50:14.247416,final,3
4,Science,67.43138786600284,100,67.43138786600284,2025-09-24T04:50:14.247416,final,3
4,English,72.73143933971707,100,72.73143933971707,2025-09-24T04:50:14.247416,final,3
4,Social Studies,79.13619741226485,100,79.13619741226485,2025-09-24T04:50:14.247416,final,3
4,Hindi,85.5790143694528,100,85.5790143694528,2025-09-24T04:50:14.247416,final,3
5,Mathematics,39.5293200821227,100,39.5293200821227,2025-12-29T04:50:14.247416,midterm,1
5,Science,42.46447269393743,100,42.46447269393743,2025-12-29T04:50:14.247416,midterm,1
5,English,33.25771272051532,100,33.25771272051532,2025-12-29T04:50:14.247416,midterm,1
5,Social Studies,32.3589962197689,100,32.3589962197689,2025-12-29T04:50:14.247416,midterm,1
5,Hindi,52.44632068451759,100,52.44632068451759,2025-12-29T04:50:14.247416,midterm,1
5,Mathematics,57.88346274628383,100,57.88346274628383,2026-02-09T04:50:14.247416,midterm,2
5,Science,43.600961244772265,100,43.600961244772265,2026-02-09T04:50:14.247416,midterm,2
5,English,54.356391439495845,100,54.356391439495845,2026-02-09T04:50:14.247416,midterm,2
5,Social Studies,47.937422711051944,100,47.937422711051944,2026-02-09T04:50:14.247416,midterm,2
5,Hindi,37.86986491452436,100,37.86986491452436,2026-02-09T04:50:14.247416,midterm,2
5,Mathematics,47.93501851565974,100,47.93501851565974,2025-11-26T04:50:14.247416,final,3
5,Science,59.701428125235296,100,59.701428125235296,2025-11-26T04:50:14.247416,final,3
5,English,43.96280206947609,100,43.96280206947609,2025-11-26T04:50:14.247416,final,3
5,Social Studies,59.967499018715664,100,59.967499018715664,2025-11-26T04:50:14.247416,final,3
5,Hindi,18.12361141967816,100,18.12361141967816,2025-11-26T04:50:14.247416,final,3
6,Mathematics,56.8563360692973,100,56.8563360692973,2025-11-05T04:50:14.247416,midterm,1
6,Science,49.507781707926775,100,49.507781707926775,2025-11-05T04:50:14.247416,midterm,1
6,English,45.647237520886385,100,45.647237520886385,2025-11-05T04:50:14.247416,midterm,1
6,Social Studies,49.55491879090008,100,49.55491879090008,2025-11-05T04:50:14.247416,midterm,1
6,Hindi,28.761621879536133,100,28.761621879536133,2025-11-05T04:50:14.247416,midterm,1
6,Mathematics,46.44059214716994,100,46.44059214716994,2026-02-08T04:50:14.247416,midterm,2
6,Science,52.20843674066252,100,52.20843674066252,2026-02-08T04:50:14.247416,midterm,2
6,English,63.41625147296022,100,63.41625147296022,2026-02-08T04:50:14.247416,midterm,2
6,Social Studies,43.45460884280858,100,43.45460884280858,2026-02-08T04:50:14.247416,midterm,2
6,Hindi,40.55237499661318,100,40.55237499661318,2026-02-08T04:50:14.247416,midterm,2
6,Mathematics,43.619740589699695,100,43.619740589699695,2025-11-27T04:50:14.247416,final,3
6,Science,57.7913322025658,100,57.7913322025658,2025-11-27T04:50:14.247416,final,3
6,English,51.924822122141904,100,51.924822122141904,2025-11-27T04:50:14.247416,final,3
6,Social Studies,43.33970898787467,100,43.33970898787467,2025-11-27T04:50:14.247416,final,3
6,Hindi,53.76998535667862,100,53.76998535667862,2025-11-27T04:50:14.247416,final,3
7,Mathematics,80.87929799262011,100,80.87929799262011,2025-09-27T04:50:14.247416,midterm,1
7,Science,89.59497240446859,100,89.59497240446859,2025-09-27T04:50:14.247416,midterm,1
7,English,72.88799156036619,100,72.88799156036619,2025-09-27T04:50:14.247416,midterm,1
7,Social Studies,76.63190103316202,100,76.63190103316202,2025-09-27T04:50:14.247416,midterm,1
7,Hindi,75.98744096781813,100,75.98744096781813,2025-09-27T04:50:14.247416,midterm,1
7,Mathematics,65.27337301781853,100,65.27337301781853,2025-11-09T04:50:14.247416,midterm,2
7,Science,82.86972526978546,100,82.86972526978546,2025-11-09T04:50:14.247416,midterm,2
7,English,82.5190752209386,100,82.5190752209386,2025-11-09T04:50:14.247416,midterm,2
7,Social Studies,79.95965706556431,100,79.95965706556431,2025-11-09T04:50:14.247416,midterm,2
7,Hindi,77.56265116538823,100,77.56265116538823,2025-11-09T04:50:14.247416,midterm,2
7,Mathematics,65.75481507863556,100,65.75481507863556,2026-02-21T04:50:14.247416,final,3
7,Science,75.70206927148612,100,75.70206927148612,2026-02-21T04:50:14.247416,final,3
7,English,76.48137733387202,100,76.48137733387202,2026-02-21T04:50:14.247416,final,3
7,Social Studies,71.88574980692351,100,71.88574980692351,2026-02-21T04:50:14.247416,final,3
7,Hindi,78.29566538247961,100,78.29566538247961,2026-02-21T04:50:14.247416,final,3
8,Mathematics,73.9944345326293,100,73.9944345326293,2025-10-01T04:50:14.247416,midterm,1
8,Science,88.81578497658921,100,88.81578497658921,2025-10-01T04:50:14.247416,midterm,1
8,English,71.6997040928023,100,71.6997040928023,2025-10-01T04:50:14.247416,midterm,1
8,Social Studies,72.52942987171156,100,72.52942987171156,2025-10-01T04:50:14.247416,midterm,1
8,Hindi,69.20946680682225,100,69.20946680682225,2025-10-01T04:50:14.247416,midterm,1
8,Mathematics,50.7662138114935,100,50.7662138114935,2026-01-29T04:50:14.247416,midterm,2
8,Science,69.68878720999174,100,69.68878720999174,2026-01-29T04:50:14.247416,midterm,2
8,English,70.55622806389418,100,70.55622806389418,2026-01-29T04:50:14.247416,midterm,2
8,Social Studies,94.58634708933678,100,94.58634708933678,2026-01-29T04:50:14.247416,midterm,2
8,Hindi,68.0303163166727,100,68.0303163166727,2026-01-29T04:50:14.247416,midterm,2
8,Mathematics,72.96939938782003,100,72.96939938782003,2025-10-26T04:50:14.247416,final,3
8,Science,69.60680826743148,100,69.60680826743148,2025-10-26T04:50:14.247416,final,3
8,English,58.26714558828859,100,58.26714558828859,2025-10-26T04:50:14.247416,final,3
8,Social Studies,81.38215410963412,100,81.38215410963412,2025-10-26T04:50:14.247416,final,3
8,Hindi,77.47325629135166,100,77.47325629135166,2025-10-26T04:50:14.247416,final,3
9,Mathematics,81.29972387635964,100,81.29972387635964,2026-01-06T04:50:14.247416,midterm,1
9,Science,64.29552985798178,100,64.29552985798178,2026-01-06T04:50:14.247416,midterm,1
9,English,87.41734751529016,100,87.41734751529016,2026-01-06T04:50:14.247416,midterm,1
9,Social Studies,59.37089377800636,100,59.37089377800636,2026-01-06T04:50:14.247416,midterm,1
9,Hindi,79.25797534393188,100,79.25797534393188,2026-01-06T04:50:14.247416,midterm,1
9,Mathematics,95.29396066402896,100,95.29396066402896,2025-12-26T04:50:14.247416,midterm,2
9,Science,63.48404115462229,100,63.48404115462229,2025-12-26T04:50:14.247416,midterm,2
